Order_ID;Branch_Start;Start_Latitude;Start_Longitude;Branch_Drop;Pengirim;Penerima;Alamat Penerima;Weather_Condition;Vehicle_Type;Category;arrival_status;Quantity;Weight;Vehicle_Type_Assigned
kssu199978594;Ciwidey;-7.1027234;107.4641673;Semarang;Michele Collier;David Farmer;Kebon Kawung No.305, RT 7/RW 7;Sunny;pick up truck;Toys;Tepat Waktu;8.0;13.4;cargo truck
jaxp975528443;Riau;-6.9059201;107.6209624;Ambon;Anthony Weaver;Jennifer Delgado;Riau No.377, RT 8/RW 1;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;1.0;3.9;pick up truck
hewu841357741;Setiabudi;-6.8689938;107.5934024;Gresik;Michael Ramirez;John Martin;Pasir Kaliki No.900, RT 6/RW 5;Sunny;cargo truck;Shoes;Tepat Waktu;3.0;1.3;pick up truck
oqet407658156;Buah Batu;-6.9658122;107.637866;Pematang Siantar;Karen Roy;Angela Harris;Dago No.639, RT 8/RW 6;Sunny;pick up truck;Shoes;Terlambat;8.0;12.1;cargo truck
aqqd762411361;Pasir Kaliki;-6.9162852;107.5981344;Depok;Leah Vargas;Stephanie Thompson;Kebon Kawung No.314, RT 1/RW 10;Sunny;pick up truck;Grocery;Terlambat;9.0;7.0;van
tqwv831775761;Riau;-6.9059201;107.6209624;Solo;Rebecca Beard;Audrey Simmons;Jalan Braga No.269, RT 5/RW 7;Sunny;cargo truck;Home;Lebih Cepat Sampai;1.0;5.5;van
bidw367951018;Lembong;-6.9165602;107.610072;Solok;Billy Graham MD;Dr. Wendy Wagner MD;Ciwidey No.359, RT 8/RW 4;Sunny;pick up truck;Home;Terlambat;3.0;1.8;pick up truck
aqcm577022632;Cihampelas;-6.8989124;107.6043304;Surabaya;Susan Benson;Emily Schwartz;Jalan Braga No.869, RT 9/RW 5;Sunny;pick up truck;Toys;Lebih Cepat Sampai;2.0;7.8;van
vmvs590127376;Lembong;-6.9165602;107.610072;Gresik;Rachel Rodriguez;Taylor Baker;Jalan Braga No.353, RT 6/RW 2;Sunny;cargo truck;Sports;Lebih Cepat Sampai;4.0;3.1;pick up truck
buty944733218;Cihampelas;-6.8989124;107.6043304;Jambi;Sandy Miller;Melissa Mercer;Kebon Kawung No.487, RT 9/RW 8;Sunny;pick up truck;Shoes;Terlambat;1.0;10.0;van
hywq268637224;Kebon Kawung;-6.9123708;107.6016929;Tangerang;Andrew Mckinney;Anthony Miller;Cihampelas No.964, RT 5/RW 6;Sunny;cargo truck;Toys;Terlambat;6.0;2.8;pick up truck
giah314914601;Lembong;-6.9165602;107.610072;Metro;Christina Graham;Holly Doyle;Buah Batu No.575, RT 9/RW 5;Sunny;cargo truck;Grocery;Lebih Cepat Sampai;8.0;11.0;cargo truck
unmw548067385;Jalan Braga;-6.9168925;107.6091723;Pontianak;Danny Obrien;Chad Watts;Ciwidey No.833, RT 7/RW 2;Sunny;cargo truck;Shoes;Lebih Cepat Sampai;10.0;8.1;van
indi448506359;Cihampelas;-6.8989124;107.6043304;Surabaya;Matthew Atkinson;Alan West;Ciwidey No.395, RT 3/RW 6;Sunny;pick up truck;Sports;Lebih Cepat Sampai;9.0;10.3;cargo truck
hulb266502809;Cihampelas;-6.8989124;107.6043304;Metro;Stephen Perez;Mrs. Kimberly Miller;Pasir Kaliki No.88, RT 10/RW 5;Sunny;cargo truck;Clothing;Lebih Cepat Sampai;6.0;1.2;pick up truck
atxn517434120;Pasir Kaliki;-6.9162852;107.5981344;Sungaipenuh;Nathan Burton;William Frederick;Pasir Kaliki No.644, RT 2/RW 7;Sunny;pick up truck;Cosmetics;Tepat Waktu;5.0;6.3;van
gypv306626996;Dago;-6.8750079;107.6159521;Sumedang;Robert Roberts;Chelsea Huang;Riau No.366, RT 3/RW 8;Sunny;cargo truck;Toys;Lebih Cepat Sampai;3.0;6.9;van
lked016104643;Cihampelas;-6.8989124;107.6043304;Semarang;Derek Jennings;Cody Hamilton;Setiabudi No.56, RT 5/RW 4;Sunny;van;Books;Lebih Cepat Sampai;6.0;11.9;cargo truck
zhkj406373995;Setiabudi;-6.8689938;107.5934024;Padang;Karen Carter;Laura Hamilton;Lembong No.78, RT 9/RW 7;Sunny;cargo truck;Books;Lebih Cepat Sampai;9.0;13.6;cargo truck
kxrb204253372;Cihampelas;-6.8989124;107.6043304;Sorong;Bryan Lynch;Richard Byrd;Jalan Braga No.847, RT 8/RW 6;Sunny;pick up truck;Toys;Terlambat;3.0;4.7;pick up truck
mwsp398026831;Setiabudi;-6.8689938;107.5934024;Manado;Jodi Jensen;Audrey Brown;Ciwidey No.280, RT 6/RW 2;Sunny;cargo truck;Home;Tepat Waktu;3.0;2.7;pick up truck
dmld916080689;Jalan Braga;-6.9168925;107.6091723;Bekasi;Thomas Quinn;Emily Carter;Ciwidey No.865, RT 5/RW 3;Sunny;pick up truck;Sports;Terlambat;4.0;6.8;van
ieog022901112;Pasir Kaliki;-6.9162852;107.5981344;Pekanbaru;Gary Kelly;Matthew Thomas;Jalan Braga No.322, RT 5/RW 8;Sunny;van;Books;Tepat Waktu;10.0;2.0;pick up truck
nkux316030562;Riau;-6.9059201;107.6209624;Bekasi;Mitchell Patel;Kristine Mcknight;Cihampelas No.663, RT 9/RW 5;Sunny;pick up truck;Home;Terlambat;3.0;7.6;van
muvs087764725;Riau;-6.9059201;107.6209624;Palu;Jason Collins;Angelica Gray;Setiabudi No.902, RT 5/RW 1;Sunny;cargo truck;Electronics;Tepat Waktu;2.0;9.6;van
fhmo755856260;Buah Batu;-6.9658122;107.637866;Padang;Nicole Campos;Amber Stewart;Lembong No.73, RT 8/RW 8;Sunny;pick up truck;Toys;Terlambat;2.0;4.0;pick up truck
ihqp592652983;Lembong;-6.9165602;107.610072;South Tangerang;Jacob Avila;David Thomas;Dago No.830, RT 6/RW 2;Sunny;van;Shoes;Terlambat;9.0;13.7;cargo truck
cyqu649566229;Kebon Kawung;-6.9123708;107.6016929;Malang;John Green;Judith Trevino;Setiabudi No.838, RT 10/RW 9;Sunny;pick up truck;Grocery;Tepat Waktu;9.0;9.5;van
pvck497367706;Setiabudi;-6.8689938;107.5934024;Bogor;Kristen Davis;Pamela Johnston;Setiabudi No.507, RT 10/RW 6;Sunny;pick up truck;Grocery;Terlambat;8.0;6.4;van
pxkr530960533;Kebon Kawung;-6.9123708;107.6016929;Mataram;Jennifer Williams;Jennifer Fitzgerald;Lembong No.428, RT 1/RW 7;Sunny;pick up truck;Grocery;Tepat Waktu;8.0;10.2;cargo truck
iouu120461690;Kebon Kawung;-6.9123708;107.6016929;Mojokerto;Melissa Bruce;Jennifer Goodman;Kebon Kawung No.478, RT 3/RW 9;Sunny;pick up truck;Home;Lebih Cepat Sampai;1.0;3.0;pick up truck
gvwo788096770;Pasir Kaliki;-6.9162852;107.5981344;Surabaya;Ronald Garcia;Justin Davis;Jalan Braga No.526, RT 8/RW 3;Sunny;pick up truck;Home;Terlambat;1.0;1.9;pick up truck
cond622239633;Lembong;-6.9165602;107.610072;Medan;Christopher Jones;Corey Adams;Dago No.124, RT 4/RW 5;Sunny;pick up truck;Grocery;Terlambat;6.0;14.5;cargo truck
yhuq926403926;Dago;-6.8750079;107.6159521;Bukittinggi;Kimberly Buchanan;Anthony Gregory;Cihampelas No.768, RT 5/RW 5;Sunny;cargo truck;Cosmetics;Tepat Waktu;6.0;11.8;cargo truck
jyhf974832210;Setiabudi;-6.8689938;107.5934024;Yogyakarta;Ryan Stephens;Christopher Rogers;Kebon Kawung No.786, RT 10/RW 3;Sunny;cargo truck;Clothing;Terlambat;1.0;3.0;pick up truck
mdoq895563158;Kebon Kawung;-6.9123708;107.6016929;Metro;Victor Stone;Scott Johnson;Dago No.615, RT 8/RW 4;Sunny;cargo truck;Clothing;Terlambat;9.0;11.8;cargo truck
baex544885651;Jalan Braga;-6.9168925;107.6091723;Palu;Ronald Martinez;Rhonda Nicholson;Pasir Kaliki No.95, RT 5/RW 3;Sunny;pick up truck;Electronics;Terlambat;2.0;4.8;pick up truck
tmtt917362988;Kebon Kawung;-6.9123708;107.6016929;Gresik;Robin Frey;Thomas Gibson;Setiabudi No.405, RT 2/RW 3;Sunny;pick up truck;Books;Tepat Waktu;6.0;8.4;van
uuyr935613230;Dago;-6.8750079;107.6159521;Salatiga;Lauren Mullen;Logan Sanders;Kebon Kawung No.730, RT 4/RW 2;Sunny;van;Grocery;Tepat Waktu;10.0;13.3;cargo truck
awmb769693784;Kebon Kawung;-6.9123708;107.6016929;Jayapura;Julie Marshall;Kenneth Gardner;Buah Batu No.781, RT 9/RW 1;Sunny;cargo truck;Cosmetics;Terlambat;5.0;5.5;van
lzvv881711198;Dago;-6.8750079;107.6159521;Solo;Joshua Brown;Linda Whitaker;Dago No.475, RT 7/RW 1;Sunny;pick up truck;Toys;Terlambat;1.0;10.1;cargo truck
sket718100882;Jalan Braga;-6.9168925;107.6091723;Surabaya;Heather Lara;Charlene Jones;Jalan Braga No.535, RT 1/RW 6;Sunny;cargo truck;Home;Tepat Waktu;3.0;5.5;van
wwxj496776626;Dago;-6.8750079;107.6159521;Depok;Kristin Campbell;Willie Ray;Cihampelas No.403, RT 9/RW 6;Sunny;van;Electronics;Terlambat;2.0;12.5;cargo truck
ozpt463231262;Setiabudi;-6.8689938;107.5934024;Bukittinggi;Mary Leach;Ashley Keller;Riau No.462, RT 6/RW 8;Sunny;van;Snacks;Tepat Waktu;9.0;2.8;pick up truck
bbuk420709753;Kebon Kawung;-6.9123708;107.6016929;Tanjung Pinang;Jacqueline Miller;Jamie Castillo;Riau No.849, RT 6/RW 5;Sunny;cargo truck;Shoes;Terlambat;10.0;8.0;van
tqur941625877;Buah Batu;-6.9658122;107.637866;Medan;John Cook;Jim Werner;Setiabudi No.374, RT 10/RW 5;Sunny;cargo truck;Books;Terlambat;9.0;13.2;cargo truck
ouqc543267356;Cihampelas;-6.8989124;107.6043304;Binjai;Matthew Townsend;Christina Thomas;Dago No.482, RT 8/RW 5;Sunny;pick up truck;Shoes;Terlambat;1.0;11.7;cargo truck
oxti198418302;Dago;-6.8750079;107.6159521;Depok;Ronald Hamilton;Jose Cook;Ciwidey No.349, RT 7/RW 2;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;3.0;3.3;pick up truck
styz609906631;Setiabudi;-6.8689938;107.5934024;Solo;Kimberly Hopkins;Christopher Patterson;Buah Batu No.933, RT 8/RW 2;Sunny;pick up truck;Shoes;Terlambat;6.0;1.8;pick up truck
inbv684742417;Jalan Braga;-6.9168925;107.6091723;Depok;Andrea Williams DDS;Megan Everett;Kebon Kawung No.659, RT 9/RW 5;Sunny;van;Shoes;Terlambat;5.0;12.7;cargo truck
aplx713849674;Dago;-6.8750079;107.6159521;Malang;Mrs. Kathleen Stafford;Henry Jones;Setiabudi No.164, RT 8/RW 6;Sunny;pick up truck;Cosmetics;Tepat Waktu;7.0;7.5;van
tlwc657274435;Dago;-6.8750079;107.6159521;Depok;Christopher Brown;Leonard Richmond;Ciwidey No.560, RT 7/RW 10;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;10.0;1.9;pick up truck
vktn643488417;Setiabudi;-6.8689938;107.5934024;Ternate;Melissa Wilson;Jennifer Scott;Jalan Braga No.187, RT 7/RW 9;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;2.0;10.4;cargo truck
bxmj664006558;Jalan Braga;-6.9168925;107.6091723;Padang;Michael Griffin;Dawn Perkins;Riau No.567, RT 8/RW 1;Sunny;pick up truck;Shoes;Terlambat;4.0;8.1;van
maex749734737;Buah Batu;-6.9658122;107.637866;Serang;Michael Gray;Cheryl Smith;Ciwidey No.606, RT 4/RW 1;Sunny;pick up truck;Grocery;Terlambat;8.0;4.6;pick up truck
wtya481172005;Buah Batu;-6.9658122;107.637866;Yogyakarta;Cory Roberts;Brian Sherman;Lembong No.654, RT 2/RW 1;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;7.0;11.5;cargo truck
mowv709833262;Ciwidey;-7.1027234;107.4641673;Dumai;Ariel Garner;Brittany Smith;Kebon Kawung No.808, RT 8/RW 6;Sunny;cargo truck;Home;Tepat Waktu;2.0;13.1;cargo truck
uikk624029003;Pasir Kaliki;-6.9162852;107.5981344;Cimahi;Matthew Hardy;Isaiah Sanchez;Setiabudi No.560, RT 1/RW 5;Sunny;van;Books;Terlambat;7.0;2.7;pick up truck
bxcy629730516;Kebon Kawung;-6.9123708;107.6016929;Malang;Jessica Tran;Rebecca Smith;Kebon Kawung No.265, RT 4/RW 2;Sunny;pick up truck;Home;Lebih Cepat Sampai;1.0;14.7;cargo truck
mnpy156544610;Setiabudi;-6.8689938;107.5934024;Pagar Alam;Joshua Butler;Bonnie Nelson;Kebon Kawung No.792, RT 3/RW 6;Sunny;pick up truck;Clothing;Lebih Cepat Sampai;10.0;9.7;van
gzsf315311482;Ciwidey;-7.1027234;107.4641673;Bengkulu;William Brown;Karen Lyons;Kebon Kawung No.602, RT 8/RW 10;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;9.0;3.7;pick up truck
pruv164673817;Dago;-6.8750079;107.6159521;Payakumbuh;Steven Vazquez;Steven Soto;Ciwidey No.586, RT 10/RW 6;Sunny;cargo truck;Home;Tepat Waktu;2.0;13.4;cargo truck
euls557244992;Dago;-6.8750079;107.6159521;Solo;Samantha Parker;Robin Anderson;Buah Batu No.143, RT 8/RW 5;Sunny;cargo truck;Shoes;Tepat Waktu;1.0;12.5;cargo truck
ipci804939743;Buah Batu;-6.9658122;107.637866;Manado;Kelly Lee;Diana Oliver;Ciwidey No.331, RT 1/RW 1;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;3.0;12.8;cargo truck
ewbr711247387;Lembong;-6.9165602;107.610072;Payakumbuh;Marco Johnson DDS;Patricia Jensen;Buah Batu No.788, RT 2/RW 8;Sunny;pick up truck;Books;Tepat Waktu;10.0;4.9;pick up truck
ldom266333564;Cihampelas;-6.8989124;107.6043304;Payakumbuh;Ricky Reynolds;Mark Lara;Pasir Kaliki No.539, RT 2/RW 10;Sunny;pick up truck;Cosmetics;Tepat Waktu;8.0;11.3;cargo truck
ldnl645759327;Dago;-6.8750079;107.6159521;Jambi;Chad Davis;Amber Gill;Dago No.835, RT 6/RW 2;Sunny;pick up truck;Cosmetics;Terlambat;5.0;2.0;pick up truck
tthg976820864;Dago;-6.8750079;107.6159521;Jakarta;Andrew Hartman;Patrick Frederick;Dago No.436, RT 5/RW 3;Sunny;pick up truck;Books;Terlambat;6.0;1.9;pick up truck
nnfq902165200;Cihampelas;-6.8989124;107.6043304;Ambon;Logan Hall;Kelsey May;Pasir Kaliki No.919, RT 1/RW 7;Sunny;cargo truck;Electronics;Terlambat;2.0;2.9;pick up truck
aqxl295561281;Dago;-6.8750079;107.6159521;Medan;Angela Wilson;Karen Wise;Setiabudi No.396, RT 10/RW 1;Sunny;pick up truck;Books;Terlambat;10.0;4.8;pick up truck
riph419514327;Riau;-6.9059201;107.6209624;Makassar;Jessica Friedman;Sarah Martin;Pasir Kaliki No.574, RT 3/RW 10;Sunny;pick up truck;Grocery;Tepat Waktu;8.0;1.8;pick up truck
itsp867745451;Kebon Kawung;-6.9123708;107.6016929;Tangerang Selatan;Melissa Alvarez;Travis Hill;Riau No.174, RT 1/RW 2;Sunny;pick up truck;Home;Terlambat;1.0;11.0;cargo truck
clty714959438;Dago;-6.8750079;107.6159521;Manado;Joseph Everett;Joshua West;Ciwidey No.912, RT 5/RW 2;Sunny;cargo truck;Snacks;Lebih Cepat Sampai;6.0;5.4;van
kjwr889148812;Cihampelas;-6.8989124;107.6043304;Kupang;Kaitlyn Johnson;Laura Morales;Cihampelas No.302, RT 8/RW 1;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;3.0;3.1;pick up truck
fiom659188032;Dago;-6.8750079;107.6159521;Makassar;Donna Smith;Lisa Meyer;Ciwidey No.219, RT 1/RW 7;Sunny;pick up truck;Shoes;Tepat Waktu;9.0;1.4;pick up truck
ozul332641833;Buah Batu;-6.9658122;107.637866;Jakarta;Michelle Baker;Jeffrey Young;Kebon Kawung No.151, RT 6/RW 7;Sunny;pick up truck;Electronics;Tepat Waktu;2.0;11.2;cargo truck
bfgi669766649;Kebon Kawung;-6.9123708;107.6016929;Palu;Michael Bailey;Nicole Bush;Buah Batu No.324, RT 2/RW 8;Sunny;cargo truck;Clothing;Terlambat;4.0;2.9;pick up truck
spfo668153377;Riau;-6.9059201;107.6209624;Prabumulih;Jessica Marks;Leslie Flowers;Kebon Kawung No.922, RT 10/RW 1;Sunny;cargo truck;Books;Terlambat;9.0;10.3;cargo truck
tgtb488398211;Cihampelas;-6.8989124;107.6043304;Payakumbuh;Michelle Finley MD;Gabriela Johnson;Pasir Kaliki No.181, RT 8/RW 6;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;10.0;5.5;van
hwqx847136962;Jalan Braga;-6.9168925;107.6091723;Medan;Mrs. Sarah Yoder;Vincent Haynes;Kebon Kawung No.901, RT 2/RW 8;Sunny;van;Sports;Terlambat;4.0;13.9;cargo truck
urbs061299792;Buah Batu;-6.9658122;107.637866;Salatiga;James Sanders;Richard Khan;Riau No.743, RT 4/RW 5;Sunny;pick up truck;Sports;Terlambat;6.0;14.0;cargo truck
tqtj257378870;Dago;-6.8750079;107.6159521;Makassar;Brian Stanley;Mrs. Jessica Howell;Riau No.378, RT 6/RW 4;Sunny;pick up truck;Cosmetics;Terlambat;5.0;13.6;cargo truck
umcq839488167;Kebon Kawung;-6.9123708;107.6016929;Mataram;Caitlin Johnson;Krista Guerrero;Buah Batu No.208, RT 9/RW 6;Sunny;cargo truck;Home;Lebih Cepat Sampai;2.0;14.0;cargo truck
hqvx852681495;Cihampelas;-6.8989124;107.6043304;Bekasi;Lisa Hanson;Connie Perkins;Dago No.450, RT 6/RW 4;Sunny;pick up truck;Cosmetics;Lebih Cepat Sampai;7.0;12.5;cargo truck
srbv114773344;Dago;-6.8750079;107.6159521;Mojokerto;Gregory Garcia;Christopher Diaz;Setiabudi No.425, RT 5/RW 10;Sunny;cargo truck;Electronics;Tepat Waktu;1.0;2.3;pick up truck
xlyt232801349;Jalan Braga;-6.9168925;107.6091723;Solo;Edward Davidson;Tiffany Perkins;Lembong No.730, RT 10/RW 7;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;3.0;5.1;van
jwyn452264661;Dago;-6.8750079;107.6159521;Dumai;Jacqueline Hodges;Justin Ramos;Cihampelas No.783, RT 9/RW 4;Sunny;pick up truck;Cosmetics;Terlambat;9.0;5.2;van
nstz564416500;Lembong;-6.9165602;107.610072;Cimahi;Kayla Powell;Derek Marks;Kebon Kawung No.156, RT 6/RW 8;Sunny;pick up truck;Sports;Terlambat;1.0;2.9;pick up truck
ebsc788241812;Lembong;-6.9165602;107.610072;Banjarmasin;Maria Moore;Sarah Davenport;Ciwidey No.332, RT 3/RW 2;Sunny;pick up truck;Home;Terlambat;1.0;5.3;van
gbtv253585021;Dago;-6.8750079;107.6159521;Mojokerto;Shannon Harrison;Gregory Clark;Lembong No.149, RT 10/RW 8;Sunny;pick up truck;Grocery;Tepat Waktu;5.0;2.2;pick up truck
ausr094295014;Dago;-6.8750079;107.6159521;Cilegon;Elizabeth Berg;Destiny Wright;Kebon Kawung No.263, RT 10/RW 2;Sunny;cargo truck;Clothing;Terlambat;6.0;7.9;van
pbag338489767;Lembong;-6.9165602;107.610072;Dumai;Pamela Briggs;Amanda Friedman;Cihampelas No.302, RT 10/RW 7;Sunny;pick up truck;Home;Tepat Waktu;2.0;7.9;van
zpzt372772449;Riau;-6.9059201;107.6209624;Bekasi;Anthony Morrison;Gregory Salazar;Buah Batu No.796, RT 1/RW 2;Sunny;cargo truck;Books;Terlambat;9.0;13.5;cargo truck
kudb673817146;Cihampelas;-6.8989124;107.6043304;Gresik;Nathaniel Johnson;Emily Daniels;Jalan Braga No.129, RT 1/RW 9;Sunny;pick up truck;Grocery;Terlambat;9.0;14.3;cargo truck
gdwi756547250;Setiabudi;-6.8689938;107.5934024;South Tangerang;Stacy Washington;Jack Hayden;Lembong No.485, RT 6/RW 5;Sunny;cargo truck;Clothing;Tepat Waktu;1.0;13.2;cargo truck
vizc793486561;Cihampelas;-6.8989124;107.6043304;Cilegon;George Reilly;Jennifer Thomas;Jalan Braga No.441, RT 3/RW 8;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;8.0;10.3;cargo truck
ocnd731712301;Buah Batu;-6.9658122;107.637866;Dumai;Steven Oliver;Daniel Ortiz;Cihampelas No.10, RT 7/RW 7;Sunny;pick up truck;Toys;Terlambat;1.0;6.8;van
bynw956772270;Buah Batu;-6.9658122;107.637866;Banda Aceh;Megan Tucker;Tammy Smith;Riau No.851, RT 6/RW 1;Sunny;van;Toys;Tepat Waktu;5.0;3.7;pick up truck
ulgq337000638;Pasir Kaliki;-6.9162852;107.5981344;Gresik;Craig Luna;Janet Sosa;Kebon Kawung No.482, RT 9/RW 8;Sunny;cargo truck;Cosmetics;Terlambat;8.0;6.7;van
svlu059124646;Buah Batu;-6.9658122;107.637866;Ternate;Brian Chen;Robert Garner;Dago No.949, RT 2/RW 5;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;5.0;9.7;van
yicq583378139;Pasir Kaliki;-6.9162852;107.5981344;Medan;Samantha Jordan;Ariana Evans;Buah Batu No.313, RT 9/RW 6;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;7.0;3.1;pick up truck
ieaa240051145;Setiabudi;-6.8689938;107.5934024;Batam;Melissa Williams;Jennifer Fisher;Jalan Braga No.927, RT 10/RW 3;Sunny;pick up truck;Sports;Lebih Cepat Sampai;8.0;6.6;van
xohk534667524;Jalan Braga;-6.9168925;107.6091723;Tanjung Pinang;Hailey Greene;Dakota Garner;Ciwidey No.102, RT 8/RW 3;Sunny;pick up truck;Snacks;Lebih Cepat Sampai;10.0;6.3;van
oiif950381706;Setiabudi;-6.8689938;107.5934024;Tebing Tinggi;Jonathan Benson;Faith Rodriguez;Lembong No.407, RT 7/RW 10;Sunny;pick up truck;Shoes;Terlambat;1.0;9.5;van
bpzt060892830;Kebon Kawung;-6.9123708;107.6016929;Makassar;Laura Green;Misty Wolfe;Lembong No.331, RT 2/RW 7;Sunny;van;Clothing;Lebih Cepat Sampai;10.0;2.9;pick up truck
sgkn095473495;Riau;-6.9059201;107.6209624;Pematang Siantar;Sandra Chapman;Meghan Diaz;Cihampelas No.671, RT 1/RW 10;Sunny;van;Books;Tepat Waktu;8.0;3.8;pick up truck
kpxe755270058;Buah Batu;-6.9658122;107.637866;Metro;Evelyn Douglas;Rhonda Collins;Kebon Kawung No.891, RT 3/RW 3;Sunny;pick up truck;Sports;Lebih Cepat Sampai;1.0;7.4;van
dqbd860913472;Cihampelas;-6.8989124;107.6043304;Tangerang Selatan;Ashley Obrien;Donald Sanchez;Setiabudi No.564, RT 1/RW 5;Sunny;pick up truck;Books;Tepat Waktu;6.0;6.8;van
osnx475439498;Kebon Kawung;-6.9123708;107.6016929;Kupang;Lisa James;Kristine Young;Ciwidey No.931, RT 10/RW 5;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;2.0;6.6;van
jqet526580160;Dago;-6.8750079;107.6159521;Surabaya;Randall Soto;Christopher Massey;Cihampelas No.92, RT 8/RW 6;Sunny;cargo truck;Home;Terlambat;3.0;3.5;pick up truck
kfmy606319570;Setiabudi;-6.8689938;107.5934024;Solok;Jessica Crawford;Robert Ramos;Pasir Kaliki No.266, RT 9/RW 2;Sunny;pick up truck;Home;Terlambat;3.0;9.2;van
icce084813554;Lembong;-6.9165602;107.610072;Surabaya;Beverly Henry;Alicia Garcia;Riau No.307, RT 10/RW 1;Sunny;pick up truck;Toys;Lebih Cepat Sampai;1.0;4.2;pick up truck
jjsj535277423;Kebon Kawung;-6.9123708;107.6016929;Solok;John Williams;Kelly Davis;Ciwidey No.690, RT 2/RW 7;Sunny;pick up truck;Clothing;Terlambat;9.0;4.0;pick up truck
yrwo903452153;Ciwidey;-7.1027234;107.4641673;Manado;Bradley Mcgrath;Mr. Ryan Proctor;Lembong No.196, RT 9/RW 6;Sunny;cargo truck;Clothing;Terlambat;8.0;11.5;cargo truck
edsn501863096;Setiabudi;-6.8689938;107.5934024;Samarinda;Morgan Sullivan;Bethany Vasquez;Buah Batu No.770, RT 3/RW 10;Sunny;pick up truck;Cosmetics;Terlambat;8.0;13.0;cargo truck
denx734823965;Buah Batu;-6.9658122;107.637866;Mataram;Sue Smith;Steven Howard;Setiabudi No.707, RT 10/RW 5;Sunny;pick up truck;Clothing;Terlambat;7.0;8.2;van
apne855152353;Setiabudi;-6.8689938;107.5934024;Bekasi;Sue Floyd;Caleb Wagner;Jalan Braga No.350, RT 3/RW 3;Sunny;pick up truck;Sports;Lebih Cepat Sampai;4.0;5.4;van
ewwl757191743;Jalan Braga;-6.9168925;107.6091723;Bekasi;John Villarreal;Randy Cox;Buah Batu No.457, RT 4/RW 5;Sunny;pick up truck;Electronics;Lebih Cepat Sampai;3.0;8.5;van
ziyn846601366;Riau;-6.9059201;107.6209624;Bengkulu;John Dawson;Steven Allen;Kebon Kawung No.411, RT 2/RW 2;Sunny;cargo truck;Sports;Tepat Waktu;10.0;13.9;cargo truck
rhco805105915;Setiabudi;-6.8689938;107.5934024;Bali (Denpasar);Mark Dunn;Brandy Thomas;Cihampelas No.144, RT 2/RW 1;Sunny;cargo truck;Electronics;Lebih Cepat Sampai;3.0;4.9;pick up truck
pqjb179093797;Setiabudi;-6.8689938;107.5934024;Gresik;Karen Watson;Melissa Newton MD;Kebon Kawung No.986, RT 4/RW 7;Sunny;pick up truck;Toys;Lebih Cepat Sampai;8.0;1.6;pick up truck
rbti397726700;Kebon Kawung;-6.9123708;107.6016929;Medan;Tracey Lewis;Kimberly Johnson;Ciwidey No.873, RT 3/RW 2;Sunny;pick up truck;Shoes;Terlambat;9.0;6.4;van
kyyo639373235;Lembong;-6.9165602;107.610072;Surabaya;Timothy Martin;Derek Turner;Cihampelas No.142, RT 3/RW 5;Sunny;pick up truck;Sports;Terlambat;10.0;5.0;pick up truck
cxrc278162224;Riau;-6.9059201;107.6209624;Tebing Tinggi;Michelle Jackson;Stephen Weber;Cihampelas No.138, RT 6/RW 9;Sunny;cargo truck;Cosmetics;Tepat Waktu;5.0;10.5;cargo truck
uxat386411656;Dago;-6.8750079;107.6159521;Banjarbaru;Scott Grimes;Meagan Fletcher;Dago No.435, RT 2/RW 10;Sunny;cargo truck;Cosmetics;Tepat Waktu;7.0;7.2;van
xijh889085290;Cihampelas;-6.8989124;107.6043304;Lubuklinggau;Jennifer Buckley;Mary Martinez;Kebon Kawung No.854, RT 2/RW 10;Sunny;pick up truck;Grocery;Lebih Cepat Sampai;7.0;9.2;van
lasb908070396;Dago;-6.8750079;107.6159521;Payakumbuh;Kathy Jones;Suzanne Watkins;Jalan Braga No.968, RT 9/RW 9;Sunny;van;Snacks;Lebih Cepat Sampai;8.0;6.2;van
cufd424837300;Riau;-6.9059201;107.6209624;Metro;Richard Patterson;Daniel Young;Jalan Braga No.850, RT 8/RW 9;Sunny;cargo truck;Electronics;Tepat Waktu;1.0;7.3;van
dlpm166287550;Kebon Kawung;-6.9123708;107.6016929;Banjarbaru;Terrence Lee;Kenneth Sanders;Cihampelas No.345, RT 3/RW 10;Sunny;pick up truck;Books;Lebih Cepat Sampai;10.0;1.7;pick up truck
ejhz762773579;Dago;-6.8750079;107.6159521;Ambon;Carolyn Murphy;Ryan Cook;Lembong No.346, RT 2/RW 9;Sunny;pick up truck;Snacks;Terlambat;7.0;13.9;cargo truck
